Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Yoink,Borrow equipment|until next turn,2,if(!simulation){ if(target != null) { var enemyequipment = []; for (eq in target.equipment){ if(!eq.hastag(~cannotsteal~) && eq.availablenextturn){ enemyequipment.push(eq); } } if(enemyequipment.length > 0){ var randomequipment = rand(enemyequipment); randomequipment.availablenextturn = false; randomequipment.unavailabletext = ~Yoinked!~; randomequipment.unavailabledetails = [~I've borrowed this.~[;]~Signed[;] {enemyname}~]; giveequipment(randomequipment.name + randomequipment.namemodifier); } } } else { bonus(1000 + (self.dicepool.length * 500)); },Reversal,EVEN,,PINK,simplify,complicate,,,0,NO,NO,excludefromrandomlists|cannotsteal|curseavoid|cannotreuse|vanilla,,,,,,,,,delay(1.0);,,e.preventdefault = true; e.maintainfury = true;,
Plasma Cannon,Do [sword]10 damage,1,attack(10);,Accelerate,COUNTDOWN,20,RED,threequartercountdown,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Plasma Cannon_weakened,Do [sword]5 damage,1,attack(5);,Accelerate,COUNTDOWN,15,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Plasma Cannon_downgraded,Do [sword]5 damage,1,attack(5);,Accelerate,COUNTDOWN,20,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Crossbow,Do [sword]9 damage,2,attack(9);,Plasma Gun,COUNTDOWN,12,RED,threequartercountdown,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Crossbow_weakened,Do [sword]4 damage,2,attack(4);,Plasma Gun,COUNTDOWN,9,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Crossbow_downgraded,Do [sword]4 damage,2,attack(4);,Plasma Gun,COUNTDOWN,12,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Target Shield,Add [shield]<d6> to shield|[gray](Reuseable),1,inflictself(SHIELD[;] d);,Barricade,MAX2,,ORANGE,increaserange,removereusable,,,-1,YES,NO,vanilla,,,,,,,,,,,,
Buckler,Add [shield]4 to shield,1,inflictself(SHIELD[;] 4);,Barricade,COUNTDOWN,7,ORANGE,threequartercountdown,change_power,,,0,YES,NO,vanilla,,,,,,,,,,,,
Buckler_weakened,Add [shield]2 to shield,1,inflictself(SHIELD[;] 2);,Barricade,COUNTDOWN,5,ORANGE,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Buckler_downgraded,Add [shield]2 to shield,1,inflictself(SHIELD[;] 2);,Barricade,COUNTDOWN,7,ORANGE,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Boomerang,Do [sword]<double> to enemy[;]|but [sword]<d6> to yourself,1,attack(2 * d); boomerang(d);,Fury,NORMAL,,RED,change_boomerang,complicate,,,0,NO,NO,vanilla,1,,,,,,,,,,,attackself(d); sfxdamage(self[;]d);
Boomerang_upgraded,Do [sword]<double> to enemy[;]|but [sword]3 to yourself,1,attack(2 * d); boomerang(3);,Fury,NORMAL,,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,attackself(3); sfxdamage(self[;]3);
Wolf Puppy Bite,Do [sword]4 damage,2,attack(4);,Lucky Shot,EVEN,,YELLOW,change_power,complicate,,,0,NO,NO,vanilla,,,,,,,,,,,,
Wolf Puppy Bite_upgraded,Do [sword]5 damage,2,attack(5);,Lucky Shot,EVEN,,YELLOW,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Fire Breath,Do [fire]4 damage|Burn [fire]1 dice,2,attack(4[;] FIRE); inflict(FIRE[;] 1);,Hellfire,COUNTDOWN,5,RED,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Fire Breath_upgraded,Do [fire]6 damage|Burn [fire]1 dice,2,attack(6[;] FIRE); inflict(FIRE[;] 1);,Hellfire,COUNTDOWN,5,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Fire Breath_downgraded,Do [sword]4 damage,2,attack(4);,Hellfire,COUNTDOWN,5,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Lockpick,Split a dice in two,1,givedice(split(d)[;] ~splitdice~);,Steal,NORMAL,,GREEN,change_power,change_function,,,0,YES,NO,vanilla,1,,,,,,,,,,,
Lockpick_downgraded,Split value in two,1,givedice(d / 2);,Steal,NORMAL,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Lockpick_upgraded,Split a dice in two|On six[;] split into three,1,if(d==6){ givedice(split(d[;] 3)[;] ~splitdice~); } else { givedice(split(d)[;] ~splitdice~); },Steal,NORMAL,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Nudgeblade,Do [sword]<d6> damage[;] get|new dice (value -1),2,attack(d); if(d >= 2) givedice(d - 1);,Meganudge,MIN2,,RED,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,if(d >= 2) givedice(d - 1);
Nudgeblade_upgraded,Do [sword]<d6> damage[;] get|new dice (value -1),1,attack(d); if(d >= 2) givedice(d - 1);,Meganudge,MIN2,,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,if(d >= 2) givedice(d - 1);
Nudgeblade_downgraded,Do [sword]<d6> damage[;] get|new dice (value -1),2,attack(d); if(d >= 2) givedice(d - 1);,Meganudge,MIN4,,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,if(d >= 2) givedice(d - 1);
Nudgeblade_weakened,Do [sword]<d6> damage[;] get|new dice (value -1),1,attack(d); if(d >= 2) givedice(d - 1);,Meganudge,MIN4,,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,if(d >= 2) givedice(d - 1);
Counterfeit,Duplicate a dice,2,givedice([d[;] d]);,Clone Device,NORMAL,,GREEN,change_power,change_power,,,0,YES,NO,vanilla,,,,,,,,,,,,
Counterfeit_upgraded,Duplicate a dice,1,givedice([d[;] d]);,Clone Device,NORMAL,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Counterfeit_downgraded,Duplicate a dice,2,givedice([d[;] d]);,Clone Device,MAX3,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Counterfeit_weakened,Duplicate a dice,1,givedice([d[;] d]);,Clone Device,MAX3,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Dodge,Dodge next attack,1,inflictself(DODGE);,Quick Thinking,COUNTDOWN,16,ORANGE,threequartercountdown,noeffect,dodge,,0,YES,NO,vanilla,,,,,,,,,,,,
Flight,Dodge next attack,2,inflictself(DODGE);,Quick Thinking,EVEN,,YELLOW,simplify,complicate,dodge,,0,YES,NO,vanilla,,,,,,,,,,,,
Pickpocket,Steals [gold]1 gold|[gray](once per battle),1,bonus(1000); self.gold += 1; target.gold -= 1; if(target.gold < 0) target.gold = 0; screenshake();,Harvest,EVEN,,GREEN,change_power,complicate,,,0,NO,YES,showgold|vanilla,,,,,,,,,,,,
Pickpocket_upgraded,Steals [gold]2 gold|[gray](once per battle),1,bonus(1000); self.gold += 2; target.gold -= 2; if(target.gold < 0) target.gold = 0; screenshake();,Harvest,EVEN,,GREEN,,,,,0,NO,YES,showgold|vanilla,,,,,,,,,,,,
Poison Needle,Inflict [poison]1 poison|[gray](Reuseable),1,inflict(POISON);,Poison Arrow,MAX2,,PURPLE,change_power,change_power,,,3,NO,NO,vanilla,,,,,,,,,,,,
Poison Needle_upgraded,Inflict [poison]1 poison|[gray](Reuseable),1,inflict(POISON);,Poison Arrow,MAX2,,PURPLE,,,,,5,NO,NO,vanilla,,,,,,,,,,,,
Poison Needle_downgraded,Inflict [poison]1 poison,1,inflict(POISON);,Poison Arrow,MAX2,,PURPLE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Crowbar,Reduce the countdowns|on all equipment by <d6>,1,boostcountdowns(d);,Accelerate,NORMAL,,GREEN,change_power,complicate,,,0,YES,NO,vanilla,1,,,,,,,,,,,
Crowbar_upgraded,Reduce countdowns by <d6>|[gray](Reuseable),1,boostcountdowns(d);,Accelerate,NORMAL,,GREEN,,,,,2,YES,NO,vanilla,,,,,,,,,,,,
Leather Armor,Reduce [reduce]1 damage|from each attack,1,inflictself(REDUCE[;] 1);,Protection,ODD,,ORANGE,simplify,complicate,reduce,,0,YES,NO,vanilla,,,,,,,,,,,,
Iron Armor,Reduce [reduce]2 damage|from each attack,1,inflictself(REDUCE[;] 2);,Protection,REQUIRE5,,ORANGE,simplify,change_power,reduce,,0,YES,NO,vanilla,1,,,,,,,,,,,
Iron Armor_downgraded,Reduce [reduce]1 damage|from each attack,1,inflictself(REDUCE[;] 1);,Protection,REQUIRE5,,ORANGE,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Hookshot,Next equipment has|+1 use this turn,1,if(simulation){ if(getstatusself(REEQUIPNEXT) == 0) { bonus(1000); } else { bonus(-1000); } } else { inflictself(REEQUIPNEXT); },Steal,REQUIRE2,,GREEN,change_power,change_power,reequipnext,,0,YES,NO,vanilla,1,,,,,,,,,,,
Hookshot_upgraded,Next equipment has|+1 use this turn,1,if(simulation){ if(getstatusself(REEQUIPNEXT) == 0) { bonus(1000); } else { bonus(-1000); } } else { inflictself(REEQUIPNEXT); },Steal,EVEN,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Hookshot_downgraded,Next equipment has|+1 use this turn,1,if(simulation){ if(getstatusself(REEQUIPNEXT) == 0) { bonus(1000); } else { bonus(-1000); } } else { inflictself(REEQUIPNEXT); },Steal,REQUIRE2|REQUIRE2,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Hacksaw,Split a dice in three,1,if(simulation) { bonus(50 + (d * 10)); } else { givedice(split(d[;] 3)[;] ~splitdice~); },Magic Lockpick,MIN3,,GREEN,change_power,complicate,,,0,YES,NO,vanilla,,,,,,,,,,,,
Hacksaw_upgraded,Split a dice in three,1,if(simulation) { bonus(50 + (d * 10)); } else { givedice(split(d[;] 3)[;] ~splitdice~); },Magic Lockpick,NORMAL,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Skeleton Key,Set all dice to <slotdoubles>,1,if(simulation) { bonus(-1000); } else { var c = 0; if(self != null) { if(self.dicepool != null){ if(self.dicepool.length > 0) { for (mydice in self.dicepool){ if (mydice.available()){ mydice.animatereroll(d[;] self.screenposition()[;] c * 0.05); c++; } } } } } sfx(~diceroll~); },Replicate,DOUBLES|DOUBLES,,GREEN,change_power,change_power,,,0,YES,NO,vanilla,1,,,,,,,,,,,
Skeleton Key_upgraded,Set all dice to <d6>,1,if(simulation) { bonus(-1000); } else { var c = 0; if(self != null) { if(self.dicepool != null){ if(self.dicepool.length > 0) { for (mydice in self.dicepool){ if (mydice.available()){ mydice.animatereroll(d[;] self.screenposition()[;] c * 0.05); c++; } } } } } sfx(~diceroll~); },Replicate,NORMAL,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Skeleton Key_downgraded,Set all dice to 2,1,if(simulation) { bonus(-1000); } else { var c = 0; if(self != null) { if(self.dicepool != null){ if(self.dicepool.length > 0) { for (mydice in self.dicepool){ if (mydice.available()){ mydice.animatereroll(2[;] self.screenposition()[;] c * 0.05); c++; } } } } } sfx(~diceroll~); },Replicate,REQUIRE2|REQUIRE2,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Lantern,Get 2x<d6>s next turn|[gray](once per battle),1,inflictself(~stash~+d[;]2); inflictself(~lantern~);,Replicate,NORMAL,,YELLOW,change_power,complicate,,,0,YES,YES,vanilla,,,,,,,,,,,,
Lantern_upgraded,Get 2x<d6>s next turn,1,inflictself(~stash~+d[;]2); inflictself(~lantern~);,Replicate,NORMAL,,YELLOW,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Spiked Shield,Even: [sword]<evendice_d6> damage|Odd: [shield]<odddice_d6> shield,2,if(d%2 == 0){ attack(d); sfxdamage(target[;]d); } else { inflictself(SHIELD[;] d); sfx(~_shield~); },Protection,MAX5,,RED,simplify,complicate,,,0,NO,NO,vanilla,,,,,,,,,if(d%2 == 0){ e.castdirection = 1; } else { e.castdirection = -1; },,,
Last Stand,Survive the next fatal|blow (Doesn't stack),1,inflictself(SURVIVE);,Still Standing,COUNTDOWN,12,GREEN,threequartercountdown,noeffect,survive,,0,YES,NO,vanilla,,,,,,,,,,,,
Wooden Stake,Takes final [heart]5 hp|from vampires,1,if(target.hp <= 5 && getstatus(VAMPIRE) > 0) { removestatus(VAMPIRE[;] ALL); attack(target.hp); } else{ attack(5); target.textparticle(~No effect!~); },Heat Ray,COUNTDOWN,40,RED,halfcountdown,noeffect,vampire,,0,NO,NO,excludefromrandomlists|vanilla,1,,,,,,,,,,,
Blood Suck,Drain [heart]<d6> health,2,drain(d);,Blood Sip,MAX4,,RED,simplify,decreaserange,,,0,NO,NO,vanilla,,,,,,,,,,,,
Bandage,Heal [heal]1 health|[gray](Reuseable),1,attackself(-1);,Regenerate,ODD,,GREEN,simplify,removereusable,,,-1,YES,NO,vanilla,1,,,,,,,,,,,
First Aid Kit,Heal [heal]8 health,1,attackself(-8);,Regenerate,COUNTDOWN,16,GREEN,threequartercountdown,change_power,,,0,YES,NO,vanilla,1,,,,,,,,,,,
First Aid Kit_downgraded,Heal [heal]4 health,1,attackself(-4);,Regenerate,COUNTDOWN,16,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
First Aid Kit_weakened,Heal [heal]4 health,1,attackself(-4);,Regenerate,COUNTDOWN,12,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Rosepetal Staff,Mysterious old staff|Inflict [poison]??? poison,2,var p = 0; for(d in actualdice){ if(d.basevalue == 3 # d.basevalue == 5){ p += d.basevalue - 1; } } if(p > 0) inflict(POISON[;] p);,Poison Arrow,NORMAL|NORMAL,,PURPLE,change_description,complicate,,,0,NO,NO,vanilla,,,,,,,,,,,,
Rosepetal Staff_upgraded,Mysterious old staff|Inflict [poison]??? poison,2,var p = 4; var d = actualdice[0]; if(d.basevalue == 3 # d.basevalue == 5){ p += d.basevalue - 1; } if(p > 0) inflict(POISON[;] p);,Poison Arrow,NORMAL|FREE5,,PURPLE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Rosepetal Shield,Mysterious shield|Add [shield]??? shield,2,var s = 0; for(d in actualdice){ if(d.basevalue == 3 # d.basevalue == 5) { s += d.basevalue - 1; } } if(s > 0) inflictself(SHIELD[;] s);,Protection,NORMAL|NORMAL,,ORANGE,change_description,complicate,,,0,YES,NO,vanilla,,,,,,,,,,,,
Rosepetal Shield_upgraded,Mysterious shield|Add [shield]??? shield,2,var s = 4; var d = actualdice[0]; if(d.basevalue == 3 # d.basevalue == 5){ s += d.basevalue - 1; } if(s > 0) inflictself(SHIELD[;] s);,Protection,NORMAL|FREE5,,ORANGE,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Second Wind,Take an extra turn|[gray](once per battle),1,inflictself(EXTRATURN);,Time Stop,COUNTDOWN,16,YELLOW,halfcountdown,change_power,,,0,YES,YES,vanilla,,,,,,,,,,,,
Second Wind_downgraded,Roll an extra dice|[gray](once per battle),1,givedice();,Time Stop,COUNTDOWN,16,YELLOW,,,,,0,YES,YES,vanilla,,,,,,,,,,,,
Second Wind_weakened,Roll an extra dice|[gray](once per battle),1,givedice();,Time Stop,COUNTDOWN,8,YELLOW,,,,,0,YES,YES,vanilla,,,,,,,,,,,,
Smog Cloud,Inflict [poison]3 poison|and [blind]3 blind,2,inflict(POISON[;] 3); inflict(BLIND[;] 3);,Poison Arrow,COUNTDOWN,15,PURPLE,change_poison,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Smog Cloud_downgraded,Inflict [poison]3 poison,2,inflict(POISON[;] 3);,Poison Arrow,COUNTDOWN,15,PURPLE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Smog Cloud_upgraded,Inflict [poison]4 poison|and [blind]4 blind,2,inflict(POISON[;] 4); inflict(BLIND[;] 4);,Poison Arrow,COUNTDOWN,15,PURPLE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Run away!,Run away!,2,flee();,Jetpack,COUNTDOWN,20,YELLOW,change_power,noeffect,,,0,YES,NO,vanilla,,,,,,,,,,,,
Run away!_upgraded,Run away!,2,flee();,Jetpack,COUNTDOWN,15,YELLOW,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Run away!_downgraded,No effect,2,donothing();,Jetpack,COUNTDOWN,20,YELLOW,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Run away!_weakened,No effect,2,donothing();,Jetpack,COUNTDOWN,15,YELLOW,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Fists,Do [sword]3 damage|[gray](Reuseable),2,attack(3); if(d <= 3) bonus(1000);,Shuriken,NORMAL,,RED,change_power,removereusable,,,2,NO,NO,vanilla,,,,,,,,,,,,
Fists_upgraded,Do [sword]4 damage|[gray](Reuseable),2,attack(4); if(d <= 4) bonus(1000);,Shuriken,NORMAL,,RED,,,,,2,NO,NO,vanilla,,,,,,,,,,,,
Knuckle Duster,Do [sword]3 damage|[gray](Reuseable),2,attack(3); if(d <= 3) bonus(1000);,Shuriken,NORMAL,,RED,change_power,removereusable,,,-1,NO,NO,vanilla,,,,,,,,,,,,
Knuckle Duster_upgraded,Do [sword]4 damage|[gray](Reuseable),2,attack(4); if(d <= 4) bonus(1000);,Shuriken,NORMAL,,RED,,,,,-1,NO,NO,vanilla,,,,,,,,,,,,
Poison Cloud,Inflict [poison]<d6> poison,1,inflict(POISON[;] d);,Poison Arrow,MAX3,,PURPLE,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Poison Cloud_downgraded,Inflict [poison]<d6> poison,1,inflict(POISON[;] d);,Poison Arrow,MAX2,,PURPLE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Poison Cloud_upgraded,Inflict [poison]3 poison,1,inflict(POISON[;] 3);,Poison Arrow,MAX3,,PURPLE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Earthquake,Weaken [weaken]3 equipment[;]|do [weaken]6 damage,2,attack(6[;] WEAKEN); inflict(WEAKEN[;] 3);,Scream,COUNTDOWN,10,ORANGE,change_power,change_power,weaken,,0,NO,NO,vanilla,,,,,,,,,,,,
Earthquake_downgraded,Weaken [weaken]2 equipment[;]|do [weaken]6 damage,2,attack(6[;] WEAKEN); inflict(WEAKEN[;] 2);,Scream,COUNTDOWN,10,ORANGE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Earthquake_upgraded,Weaken [weaken]3 equipment[;]|do [weaken]9 damage,2,attack(9[;] WEAKEN); inflict(WEAKEN[;] 3);,Scream,COUNTDOWN,10,ORANGE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Hammer,Do [shock]<d6> damage[;]|on 6[;] inflict [shock]1 shock,2,attack(d[;] SHOCK); if(d == 6) inflict(SHOCK); if(d < 6) { sfxdamage(target[;]d); } else { sfxdamage(target[;]d); sfx(~_shock~[;]~~[;]0.2); },Jackhammer,NORMAL,,YELLOW,reducesize,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Hammer_downgraded,Do [shock]<d6> damage,2,attack(d[;] SHOCK);,Jackhammer,NORMAL,,YELLOW,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Hammer_weakened,Do [shock]<d6> damage,1,attack(d[;] SHOCK);,Jackhammer,NORMAL,,YELLOW,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Hammer_deckupgrade,Do [shock]<d6> damage|[shock]Shocks the enemy,2,attack(d[;] SHOCK); inflict(SHOCK);,Jackhammer,NORMAL,,YELLOW,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Shovel,Do [weaken]<d6> damage[;]|on 6[;] inflict [weaken]1 weaken,2,attack(d[;] WEAKEN); if(d == 6) inflict(WEAKEN); if(d < 6) { sfxdamage(target[;]d); } else { sfxdamage(target[;]d); sfx(~_weaken~[;]~~[;]0.2); },Burrower,NORMAL,,ORANGE,change_power,change_power,weaken,,0,NO,NO,vanilla,,,,,,,,,,,,
Shovel_upgraded,Do [weaken]<d6> damage[;]|on even[;] inflict [weaken]1 weaken,2,attack(d[;] WEAKEN); if(d % 2 == 0) inflict(WEAKEN); if(d % 2 == 1) { sfxdamage(target[;]d); } else { sfxdamage(target[;]d); sfx(~_weaken~[;]~~[;]0.2); },Burrower,NORMAL,,ORANGE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Shovel_downgraded,Do [weaken]<d6> damage,2,attack(d[;] WEAKEN);,Burrower,NORMAL,,ORANGE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Electromagnet,Do [sword]<twicetimesused> damage|Add +2 each use,2,attack((e.timesused * 2) + 4);,Magic Dice,COUNTDOWN,7,RED,reducesize,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Electromagnet_downgraded,Do [sword]<twicetimesused> damage,2,attack((e.timesused * 2) + 4); e.timesused--;,Magic Dice,COUNTDOWN,7,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Electromagnet_weakened,Do [sword]<twicetimesused> damage,1,attack((e.timesused * 2) + 4); e.timesused--;,Magic Dice,COUNTDOWN,7,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Electromagnet_deckupgrade,Do [sword]<twicetimesused_plus1> damage|Add +2 each use,2,attack((e.timesused * 2) + 5);,Magic Dice,COUNTDOWN,7,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Spanner,Combine dice,1,for(ad in actualdice) { if(ad.basevalue == 6) bonus(-1000); } if(d >= 1) givedice(d[;] ~combinedice~);,Battle Wrench,NORMAL|NORMAL,,GREEN,change_power,complicate,,,0,YES,NO,vanilla,1,,,,,,,,,,,
Spanner_upgraded,Combine dice|[gray](Reuseable),1,if(simulation) { if(d < 12) bonus(1000); } else { for(ad in actualdice) { if(ad.basevalue == 6) bonus(-1000); } if(d >= 1) givedice(d[;] ~combinedice~); },Battle Wrench,NORMAL|NORMAL,,GREEN,,,,,3,YES,NO,vanilla,,,,,,,,,,,,
Doppeldice,Double dice value,1,givedice(d * 2[;] ~combinedice~);,Clone Device,MAX3,,GREEN,change_requirements,complicate,,,0,YES,NO,vanilla,1,,,,,,,,,,,
Doppeldice_upgraded,Double dice value,1,givedice(d * 2[;] ~combinedice~);,Clone Device,NORMAL,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Flamethrower,[fire]<d6> dmg[;] +[fire]2 burn|[gray](once per battle),1,attack(d[;] FIRE); inflict(FIRE[;] 2);,Blowtorch,NORMAL|NORMAL,,RED,change_power,complicate,,,0,NO,YES,vanilla,,,,,,,,,,,,
Flamethrower_upgraded,[fire]<d6> dmg[;] +[fire]4 burn|[gray](once per battle),2,attack(d[;] FIRE); inflict(FIRE[;] 4);,Blowtorch,NORMAL|NORMAL|NORMAL|NORMAL,,RED,,,,,0,NO,YES,vanilla,,,,,,,,,,,,
Pea Shooter,Do [sword]2 damage|[gray](Reuseable),1,attack(2);,Pea Gun,COUNTDOWN,5,RED,change_power,change_power,,,-1,NO,NO,vanilla,,,,,,,,,,,,
Pea Shooter_downgraded,Do [sword]1 damage|[gray](Reuseable),1,attack(1);,Pea Gun,COUNTDOWN,5,RED,,,,,-1,NO,NO,vanilla,,,,,,,,,,,,
Pea Shooter_upgraded,Do [sword]4 damage|[gray](Reuseable),1,attack(4);,Pea Gun,COUNTDOWN,5,RED,,,,,-1,NO,NO,vanilla,,,,,,,,,,,,
Lightning Rod,Discharge [sword]<charge> damage|Take damage to charge,2,attack(e.charge); e.charge = 0;,Static Shock,DOUBLES|DOUBLES,,RED,change_power,change_power,,,0,NO,NO,excludefromrandomlists|vanilla,,,,,,,,,,,,e.charge = 0;
Lightning Rod_downgraded,Discharge[;] but do|zero damage,2,e.charge = 0;,Static Shock,DOUBLES|DOUBLES,,RED,,,,,0,NO,NO,excludefromrandomlists|vanilla,,,,,,,,,,,,e.charge = 0;
Lightning Rod_upgraded,Discharge [sword]<charge> damage|Take damage to charge,2,attack(e.charge); e.charge = 0;,Static Shock,EVEN,,RED,,,,,0,NO,NO,excludefromrandomlists|vanilla,,,,,,,,,,,,e.charge = 0;
Scrap Metal,Gain [shield]1 shield|(Always offered as scrap),1,inflictself(SHIELD[;] 1);,Barricade,NORMAL,,GRAY,change_power,change_function,,,0,YES,NO,appearsforparts|vanilla,,,,,,,,,,,,
Scrap Metal_downgraded,No effect.|(Always offered as scrap),1,,Barricade,NORMAL,,GRAY,,,,,0,YES,NO,appearsforparts|vanilla,,,,,,,,,,,,
Scrap Metal_upgraded,Gain [shield]2 shield|(Always offered as scrap),1,inflictself(SHIELD[;] 2);,Barricade,NORMAL,,GRAY,,,,,0,YES,NO,appearsforparts|vanilla,,,,,,,,,,,,
Matchstick,Burns [fire]1 dice|[gray](Reuseable),1,inflict(FIRE);,Blowtorch,EVEN,,RED,change_requirements,removereusable,,,-1,NO,NO,vanilla,1,,,,,,,,,,,
Matchstick_upgraded,Burns [fire]1 dice|[gray](Reuseable),1,inflict(FIRE);,Blowtorch,NORMAL,,RED,,,,,-1,NO,NO,vanilla,,,,,,,,,,,,
Tazer,Do [shock]<d6> damage|[shock]Shocks the enemy,1,attack(d[;] SHOCK); inflict(SHOCK);,Plasma Gun,MAX3,,YELLOW,change_requirements,change_function,,,0,NO,NO,vanilla,,,,,,,,,,,,
Tazer_downgraded,[shock]Shocks the enemy,1,inflict(SHOCK);,Plasma Gun,MAX3,,YELLOW,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Tazer_upgraded,Do [shock]<d6> damage|[shock]Shocks the enemy,1,attack(d[;] SHOCK); inflict(SHOCK);,Plasma Gun,MAX5,,YELLOW,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Sonic Wave,Do [weaken]<d6> damage|[weaken]Weakens enemy,1,attack(d[;] WEAKEN); inflict(WEAKEN);,Plasma Gun,MAX4,,ORANGE,change_requirements,change_function,weaken,,0,NO,NO,vanilla,1,,,,,,,,,,,
Sonic Wave_upgraded,Do [weaken]<d6> damage|[weaken]Weakens enemy,1,attack(d[;] WEAKEN); inflict(WEAKEN);,Plasma Gun,MAX5,,ORANGE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Sonic Wave_downgraded,[weaken]Weakens enemy,1,inflict(WEAKEN);,Plasma Gun,MAX4,,ORANGE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Backstab,Do [sword]<equipmentuse> damage. Add [sword]1|on each item use.,1,attack(self.equipmentused - 1);,Time Stop,REQUIRE3,,GRAY,simplify,doublerequirements,,,0,NO,NO,vanilla,1,,,,,,,,,,,
Duplicate,Duplicate a dice,1,givedice([d[;] d]);,Clone Device,MIN4,,GREEN,simplify,complicate,,,0,YES,NO,vanilla,1,,,,,,,,,,,
Infliction,Do [sword]3 damage,1,attack(3);,Bubble Gun,NORMAL,,RED,change_power,complicate,,,0,NO,NO,vanilla,1,,,,,,,,,,,
Infliction_upgraded,Do [sword]4 damage,1,attack(4);,Bubble Gun,NORMAL,,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Magic Dagger,Do [sword]2 damage|[gray](Reuseable),1,attack(2);,Shuriken,NORMAL,,RED,change_power,complicate,,,-1,NO,NO,vanilla,1,,,,,,,,,,,
Magic Dagger_upgraded,Do [sword]3 damage|[gray](Reuseable),1,attack(3);,Shuriken,NORMAL,,RED,,,,,-1,NO,NO,vanilla,,,,,,,,,,,,
